True,False,False,False,False,False,False,False,False,False,240
True,False,False,False,False,False,False,False,False,False,13
False,False,False,True,False,False,False,True,False,False,833
True,False,False,False,False,False,True,False,False,False,238
True,True,False,False,False,False,False,False,False,False,547
True,False,False,False,False,False,False,False,False,False,75
True,False,False,False,False,False,False,True,False,True,1
True,True,True,False,False,False,True,False,False,False,27
False,False,False,True,False,False,False,True,False,False,211
True,False,False,True,False,False,False,False,False,False,261
True,True,False,False,False,False,False,False,False,False,509
False,False,False,False,False,False,True,False,False,False,117
False,False,False,False,False,False,False,True,False,False,8
False,False,False,False,False,False,True,False,False,False,6484
True,False,False,True,False,False,False,False,False,False,217
False,True,False,False,False,False,False,False,False,True,14
False,False,False,False,False,False,False,False,False,False,112
True,True,False,True,False,False,True,False,False,False,300
True,False,False,False,False,False,False,False,False,False,749
True,False,False,False,False,False,False,False,False,False,727
True,False,False,False,False,False,True,False,False,False,502
True,False,False,True,False,True,False,False,False,False,95
False,False,False,False,False,False,False,True,False,True,119
False,True,False,True,False,False,False,False,False,False,30
True,True,False,False,False,False,False,False,False,False,1617
True,True,False,False,False,False,False,False,False,False,301
False,False,False,False,False,True,False,False,False,False,10
True,False,False,False,True,False,False,False,False,False,192
True,False,False,False,False,False,False,False,False,False,403
True,False,False,False,False,False,False,False,False,False,232
True,False,False,False,False,False,False,True,False,True,28
True,True,False,False,False,False,False,False,False,False,169
True,True,False,False,False,False,False,False,False,False,628
False,False,False,False,False,True,False,False,True,False,243
True,True,False,False,False,False,False,False,False,False,516
True,False,False,False,False,False,False,True,False,True,1
False,False,False,False,False,False,False,False,False,False,196
True,False,False,False,False,False,False,False,False,False,15
False,False,False,False,False,False,True,False,False,False,179
True,False,False,False,False,False,False,False,False,False,2350
True,False,True,True,False,True,False,False,True,False,73
True,False,False,False,False,False,False,False,False,False,210
True,True,False,False,False,False,False,False,False,False,685
True,False,False,True,False,True,False,False,True,False,2049
False,False,False,True,False,False,False,False,False,True,210
False,False,False,True,False,False,True,False,False,True,210
True,True,False,False,False,False,False,False,False,False,4
True,True,False,True,False,False,False,False,False,False,237
False,False,False,False,False,False,False,False,False,True,58
True,False,False,False,False,False,False,False,False,False,958
True,False,False,False,False,False,False,False,False,False,200
True,False,False,False,False,False,True,False,False,False,214
True,False,False,False,False,False,True,False,False,False,210
True,False,False,True,False,False,False,False,False,True,220
True,True,False,False,False,False,False,False,False,False,149
True,False,False,True,False,False,False,False,False,False,210
False,False,False,False,False,True,False,False,True,False,232
True,False,False,True,False,False,False,False,False,False,210
True,False,False,False,False,False,False,False,False,False,109
True,False,False,True,False,False,False,False,False,False,84
True,False,False,False,False,False,False,False,False,False,247
False,False,False,False,False,False,False,False,False,False,168
True,True,False,False,False,True,False,False,False,False,993
True,False,False,False,False,False,False,False,False,False,270
True,False,False,False,False,False,False,False,False,False,1022
True,True,False,True,False,False,True,False,False,False,421
True,True,False,False,False,False,False,False,False,False,240
True,False,False,False,False,False,False,False,False,False,625
True,False,False,True,False,False,False,False,False,False,28
False,False,False,False,False,False,False,False,False,False,656
False,False,True,True,False,False,False,False,False,True,275
True,False,False,True,False,False,True,False,False,False,286
True,True,False,False,False,False,False,False,False,False,299
True,True,False,True,False,False,True,False,False,False,210
True,False,False,False,False,False,True,False,False,False,89
False,False,False,False,False,False,False,False,False,True,86
True,False,True,True,False,False,False,False,False,False,207
False,True,True,True,False,False,False,False,False,False,90
True,False,True,True,False,False,False,True,False,False,210
True,False,False,True,False,True,False,False,True,False,372
False,False,False,False,False,False,False,False,False,True,1641
True,False,False,False,False,False,True,False,False,False,114
False,False,True,True,False,False,False,False,False,False,245
True,False,False,False,False,False,False,False,False,False,12
True,False,True,True,False,False,False,False,False,False,24
